manufacturers_id	name	description	room_image_url	warranty
140	Antiquity	Offering a wide assortment of patterns, the Accents collection features a common color palette that blends earthy shades with vibrant jewel tones that's warm, soothing, and inviting. Accents covers the gamut of interior design themes: retro modern looks, organic and nature motifs; Asian and Sante Fe styles; sleek, bold, modern stripes and geometrics; rhythmic transitional images; and classic European and Persian influences. Whether its tropical fronds or a new twist on animal skins, you'll find today's hottest designs. So you can choose traditional or contemporary or anything in between. Machine woven of olefin fiber, the collection has a buttery-soft finish that inherently resists soil and stains and is fade resistant-all of which mean lasting beauty and performance.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
141	Paisley Lagoon	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
142	South Seas Silhouette	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal peMade in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.lection offeShaw Living offers a one year warranty against manufacturing defects of area rug products.
143	Lotsa Pineapples	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal peMade in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.lection offeShaw Living offers a one year warranty against manufacturing defects of area rug products.
144	Skyline	Modern and upbeat, Impressions is our premier collection of stunning transitional and contemporary designs.  The boldly colored collection of 24 sophisticated patterns and distinctive motifs, from organic to geometric, is further embellished with a carving effect which adds unique dimension and value, beyond all other contemporary products.  The actual hi-lo weaving technique that gives this visual and tactile contour to the surface of the rug intensifies the depth and richness of the rug's design elements.  The lustrous olefin yarn, with a buttery-soft hand, enhances the dimensional quality of the collection.  Machine crafted of plush olefin fiber in a Wilton woven construction.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
Attitudes collection dazzles with stylish introductions suitable for baby to teen.  Beautiful yet budget-friendly, the kathy ireland Home Young Attitudes collection offers bold geometrics with circles and stripes as well as inspiring rugs featuring oversized florals, cartoon-like dinosaurs, cars and airplanes, whimsical swirls and even a luau-theme.  The imagination is set free with this creative collection. Made in the USA of printed, recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
146	Kauai Leaves	Shaw Living once again partners with Kathy Ireland to develop a special collection of rugs that celebrates the casual lifestyles of the coast.  Ohana Paradise features a new color palette that was created to coordinate seamlessly with the decor of coastal living.  Colors iinclude beige, soft golds and greens, oceanic blues, sandy taupes, and warm tones of coral reef and natural driftwood.  Designs are inspired by nautical seascapes, beach stripes, tonal shells, sailing graphics, exotic palms, island flowers, and animal prints.  Ohana Paradise offers inspirational styling options to everyone from contemporary to traditional.  Machine woven in the USA of durable, easy care olefin.  Available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
147	English Garden	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
148	Marinella	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeing technique produces a color palette that is more colorful, vibrant, and dimensional than ever seen before in machine-woven rugs. Simplicity and casual elegance best describe the mood of the collectioAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.
149	European Elegance	Lifestyle Designer Kathy Ireland expresses her casual and on trend approach to home interiors with the Kathy Ireland Home Collection.  The mission is   finding solutions for families, especially busy moms. This extremely popular collection is inspired by Kathy's travels all over the world and embraced by millions of families.  Kathy's Gallery collection, offers the height of fashion and softness.  Although reasonably priced, Gallery gives you more comfort, maximum versatility and expensive looks that are always in demand by our Customers.  These beautiful, durable rugs are machine-crafted of plush 100% olefin in a Wilton woven construction. Available in a wide range of popular sizes, including oversized and round styles, as well as runners, all rugs in this collection offer maximum versatility and incomparable value. Comfortable, inviting, and touchable, the various designs and fresh color ways of this collection make decorating easy.  www.kathyireland.com  2001 - 2004 Shaw Living   Authorized licensee of Kathy Ireland Worldwide LLC		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
150	Safari Kingdom	Shaw Living adds five new designs to the Kathy Ireland Home Jardin du Jour collection-an eclectic blend of floral and foliage motifs unified by a central Safari theme.  The color paleA charming collaboration between Shaw and Kathy Ireland, Jardin du Jour is based on Kathy's design inspiration - including a personal sketch, Safari Bamboo, based on her own travels and observations.  The collection perfectly suits her mission,  ...finding solutions for families, especially busy moms, because it's machine-woven olefin-very durable and easy to clean.  Even better, it's made in the USA and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
151	Cubist	An alluring new collection of rugs, Inspired Design infuses a modern sense of warmth and sophistication into today's casual interiors.  The heavy hand of this premium-quality olefin firmly establishes Inspired Design as a benchmark in value.  The color palette is vibrant, powerful, and inviting.  And so it the look-the collection's relaxed elegance comes from the juxtaposition of 20th  century contemporary design with classics from the archives of antiquity.  Contemporary, transitional, traditional.  It's all there, creating welcome value and high style for everyone.  Machine woven in the U.S.A. and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
152	Jasmine	Premiere is a versatile new collectionof rugs from Shaw Living that could be described as casual simplicity. The sculptural quality of Premiere is created using high/low cut and loop technology in combination with today's fashionable solid colors. This, combined with it's simplicity of design makes this casual collection both versatile and elegant. Designs range from all over vine and leaf to organic scrolls to modern and traditional geometrics. The calming colors are easy to coordinate with today's casual interiors. Light and dark neutrals, serene beiges, and soft greens accentuate the dimensional quality of this casual collection.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
153	Darby	Shaw Living announces Concepts, a woven collection of fashion rugs in beautiful new colors.  The styling is undoubtedly eclectic, incorporating the latest fashion colors of modern interiors wiThis entry-level collection of wovens is casual.  But it's three most prominent aspects, in order of importance, are...color, color, and color.  In fact, the best way to describe Concepts is to say that it's colorfully neutral.  Brown is the anchor color of the palette, which also features a light neutral beige,wheat gold, a soft neutral light green, robin's egg blue, taupe, soft coral, and a brick red.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
154	Mille Fleur	This collection of exquisitely patterned, richly colored rugs reflects the essence of timeless beauty and style.  The artists of Nourison have devised patterns that evoke impressions of the skillful old-world artisans of Persia and Europe.  Each rug is Wilton woven in nylon, with a velvety luster.  Two distinctive antiqued color palettes created the look of fine antiques, in rugs with a luxurious hand and feel that is remarkably similar to wool.  This collection has been recognized with the Dealer's Choice Award for its Karabagh Linen and Vienna Beige designs, and an ADEX Award for Meshed Brick.  Antiquities...the legacy of the past brought vividly to life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
155	Garden Leaf	Premiere is a versatile new collectionof rugs from Shaw Living that could be described as casual simplicity. The sculptural quality of Premiere is created using high/low cut and loop technology in combination with today's fashionable solid colors. This, combined with it's simplicity of design makes this casual collection both versatile and elegant. Designs range from all over vine and leaf to organic scrolls to modern and traditional geometrics. The calming colors are easy to coordinate with today's casual interiors. Light and dark neutrals, serene beiges, and soft greens accentuate the dimensional quality of this casual collection.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
156	Transit			Shaw Living offers a one year warranty against manufacturing defects of area rug products.
157	Havana Bay	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
158	Millstone	For over four decades Bob Timberlake has awed the world with his immense talent for realistic painting.  Inspired by the simplistic beauty found in everyday rural southern living, he cBob Timberlake and Shaw Living haver partnered and interpreted those same inspirations used in his paintings into rug design.  This collection is a celebration of a slower pace, a sense of history and an apprciation of nature.  While a beautiful addition to any decor, these rugs are also a reminder to sit back, relax and enjoy the ordinary in life.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
159	Zanzibar	Woven Expressions Gold offers 500,000 points of density for a softer sweep.  Inject warmth and richness into your space with the combination of some of our most popular shades.  Two different color palettes offer plenty of options to coordinate spaces. One consists of a deep, rich palette like Burnished Gold, Garnet, Ebony, and Sand.  The other is a softer palette of Ivory, Taupe, Golden Wheat, Chocolate and has coordinating tones of Blue, Green and Red.  These palettes have withstood the test of time and have proven to be exceptional colors for all the styles of home decor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
160	Cadential	Cool is the only word for it.  Although you might add dynamic and chic.  Loft is a line of luxurious hand-crafted rugs of exciting contemporary and transitional design.  The rugs are completely hand-tufted, offering the fine detailing of hand-carved accents, modern oversized motifs, and a wide range of colorations within the modern color palette.  Made of polyester fiber, these rugs have a remarkable resemblance to wool at an exceptional price.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
161	Willow	The simple, transitional styles of this collection are designed to be easy to live with. The unique surface effects are achieved by combining a mixture of yarns in each stitch, creating a richly hued, tweeded texture with superior depth and dimension. Machine tufted one stitch at a time in 100% New Zealand wool, each rug is meticulously hand finished for luxurious beauty.  2000 - 2004 Shaw LivinShaw Living offers a one year warranty against manufacturing defects of area rug products.
162	Bookshop	Taking full advantage of modern tufting and printing technologies, Centre Street is a unique textural collection featuring a cut-and-loop recyclable nylon base which yields extra depth of color and dimensional interest.  The collection's contemporary styling reflects the casual but dynamic look of today's fashions and fabrics.  Designs are influenced by modern trends, such as circles, blocks, stripes, and silhouettes of organic life, as well as by the Arts and Crafts movement.  And the colors cover the spectrum--from lusciously rich, dark jewel tones to soft, soothing neutrals.  Centre Street takes center stage ... and changes the face of fashion and value.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
163	Washington Square	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
164	Matrix	Modern and upbeat, Impressions is our premier collection of stunning transitional and contemporary designs.  The boldly colored collection of 24 sophisticated patterns and distinctive motifs, from organic to geometric, is further embellished with a carving effect which adds unique dimension and value, beyond all other contemporary products.  The actual hi-lo weaving technique that gives this visual and tactile contour to the surface of the rug intensifies the depth and richness of the rug's design elements.  The lustrous olefin yarn, with a buttery-soft hand, enhances the dimensional quality of the collection.  Machine crafted of plush olefin fiber in a Wilton woven construction.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
165	Providence	Experience the softer side of modern design in a collection that balances old world traditions and today's style.  Haven's contemporary and transitional rugs give a nod to classic global influences...echoing traditions from around the world and throughout history.  In the wide palette of colors, muted earthy hues create soft ombre and painterly effects, while bold jewel tones add drama andHaven rugs are made from Shaw's EverTouch nylon, which offers outstanding softness, design flexibility, and durability--and it's completely recyclable!		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
166	Miramar	Creating a new living space or updating an existing interior? Newport will coordinate beautifully.  The collection bridges the past with the present by fusing classic earth tones such as dove brown, silver, marina and green.  The result is a beautiful color palette that is casual, soothing, and serene. Collectively, the styling is contemporary and transitional with design inspiration drawn from historical ikat, Native American textiles, larger-than-life florals, organic circles layered with transparent patterns, modern geometrics, as well as retro modern 20th century design.  Machine woven in the USA of 100% olefin which is durable, fade resistant, and offers easy care and cleaning.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
167	Mod Links	Experience the softer side of modern design in a collection that balances old world traditions and today's style.  Haven's contemporary and transitional rugs give a nod to classic global influences...echoing traditions from around the world and throughout history.  In the wide palette of colors, muted earthy hues create soft ombre and painterly effects, while bold jewel tones add drama andHaven rugs are made from Shaw's EverTouch nylon, which offers outstanding softness, design flexibility, and durability--and it's completely recyclable!		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
168	Parisienne	Woven Expressions is a new and extraordinary broadloom and area rug collection offered by Shaw Floors and the company's rug division, Shaw Living.  The first collaboration between the company's division's that features broadloom as well as coordinating area rugs and offers two levels of luxury, Platinum and Gold.  Both collections are woven of Marquesa Solution Dyed olefin, a syntheticWoven Expressions Platinum offers 1.5 million points of density per square meter with a color palette that is a modern and sophisticated presentation of mineral inspired hues that consists of Porcelain, Meadow Mist, Sterling (silver blue), Dark Cocoa, Dove (brownish-grey), and Almond.  These muted earth tones create a sense of harmony and tranquility within any space.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
169	Shelburne	Woven Expressions is a new and extraordinary broadloom and area rug collection offered by Shaw Floors and the company's rug division, Shaw Living.  The first collaboration between the company's division's that features broadloom as well as coordinating area rugs and offers two levels of luxury, Platinum and Gold.  Both collections are woven of Marquesa Solution Dyed olefin, a syntheticWoven Expressions Platinum offers 1.5 million points of density per square meter with a color palette that is a modern and sophisticated presentation of mineral inspired hues that consists of Porcelain, Meadow Mist, Sterling (silver blue), Dark Cocoa, Dove (brownish-grey), and Almond.  These muted earth tones create a sense of harmony and tranquility within any space.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
170	Island Breeze	Cool is the only word for it.  Although you might add dynamic and chic.  Loft is a line of luxurious hand-crafted rugs of exciting contemporary and transitional design.  The rugs are completely hand-tufted, offering the fine detailing of hand-carved accents, modern oversized motifs, and a wide range of colorations within the modern color palette.  Made of polyester fiber, these rugs have a remarkable resemblance to wool at an exceptional price.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
171	Callisto	A casual lifestyle collection, Modern Elements features transitional and contemporary designs in two distinctive printed color palettes. Dramatic, bold blocks and other geometric shapes are influenced by the Arts & Crafts period. Trendy stripes, diamond patterns and striking large scale designs bring understated hints of nature or add feisty southwestern sizzle to a room.  Constructed of nylon for easy care, Modern Elements offers freshness, relaxed styling and exceptional value for today's savvy consumers.  2003 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
172	Basilica	Woven Expressions is a new and extraordinary broadloom and area rug collection offered by Shaw Floors and the company's rug division, Shaw Living.  The first collaboration between the company's division's that features broadloom as well as coordinating area rugs and offers two levels of luxury, Platinum and Gold.  Both collections are woven of Marquesa Solution Dyed olefin, a syntheticWoven Expressions Platinum offers 1.5 million points of density per square meter with a color palette that is a modern and sophisticated presentation of mineral inspired hues that consists of Porcelain, Meadow Mist, Sterling (silver blue), Dark Cocoa, Dove (brownish-grey), and Almond.  These muted earth tones create a sense of harmony and tranquility within any space.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
173	Eastern Market	Experience the softer side of modern design in a collection that balances old world traditions and today's style.  Haven's contemporary and transitional rugs give a nod to classic global influences...echoing traditions from around the world and throughout history.  In the wide palette of colors, muted earthy hues create soft ombre and painterly effects, while bold jewel tones add drama andHaven rugs are made from Shaw's EverTouch nylon, which offers outstanding softness, design flexibility, and durability--and it's completely recyclable!		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
174	Fleur	Transitions is a new collection of unique transitional and contemporary rugs. The inspiring palette features rich reds, warm neutrals, as well as golds, soft greens, and accents of eggplant, brown, and vintage blue. Even greater sparkle and depth are brought to the designs when married with colors like onyx and beige.  Made from machine-woven olefin, Transitions showcases geometric shapes and artistic color combinations, whimsical structures and organic circles, to a contemporary twist on tropical leafs, and coastal patchwork of fanciful fronds.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
175	Compositions	A textural high end wool collection that exemplifies the finest in modern living.  Structure is tufted of 100% New Zealand wool incorporating variable pile heights of shag, loop, and cut together in one rug.  These variable pile heights make it possible to achieve sculpting, carving, organic textures, and dramatic effects of dimension.  Designs are clean, simple, elegant and modern drawing inspiration from nature and contemporary architecture.  Colors include the latest in today's fashion color stories from light and dark neutrals to rich darks with contrasting accents.  Rugs are made to order and made in the USA.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
176	Cityscape	High-fashion floor covering is taken to a whole new level with Shaw Living's newest shag collection, Encore. Unlike most standard shag constructions, Encore rugs are woven rather than tufted. This technique sets them apart by allowing for more complexity in both design and color. The collection includes an array of gorgeous transitional and contemporary designs in two colorways. A rich earthy palette of red, spice, chocolate brown and gold is certain to warm up your space. If cool and serene is needed, this collection offers a contemporary palette of navy, grey, aqua and beige. A mixture of Polyester/Olefin high and low luster yarns create depth, texture and shine. Fiber content can vary by style, please refer to manufacturing label for exact fiber content.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
177	Watercolors	Shaw Living's newest innovation in rug design. This collection of multicolored shags is inspired by the beautifully complex colors found in nature. Colors include Chestnut,Mink, Sand and Slate. These rugs are artistically dyed using several hues of one color to create a soft organic look. The use of multiple colors within the same rug also makes matching to your decor a cinch. This collectProduced with Shaw's BCF nylon 6 fiber, Watercolors are not only luxuriously soft, they can be recycled into new rugs again and again.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
178	Via Verde	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
179	Coco	Cool is the only word for it.  Although you might add dynamic and chic.  Loft is a line of luxurious hand-crafted rugs of exciting contemporary and transitional design.  The rugs are completely hand-tufted, offering the fine detailing of hand-carved accents, modern oversized motifs, and a wide range of colorations within the modern color palette.  Made of polyester fiber, these rugs have a remarkable resemblance to wool at an exceptional price.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
180	Taylor	A casual lifestyle collection, Modern Elements features transitional and contemporary designs in two distinctive printed color palettes. Dramatic, bold blocks and other geometric shapes are influenced by the Arts & Crafts period. Trendy stripes, diamond patterns and striking large scale designs bring understated hints of nature or add feisty southwestern sizzle to a room.  Constructed of nylon for easy care, Modern Elements offers freshness, relaxed styling and exceptional value for today's savvy consumers.  2003 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
181	Majestic Leopard	Woven Expressions is a new and extraordinary broadloom and area rug collection offered by Shaw Floors and the company's rug division, Shaw Living.  The first collaboration between the company's division's that features broadloom as well as coordinating area rugs and offers two levels of luxury, Platinum and Gold.  Both collections are woven of Marquesa Solution Dyed olefin, a synthetic fiber that is inherently fade and stain-resistant and styling that covers the spectrum from traditional to transitional to contemporary and anything in between.  All Woven Expressions are made in theWoven Expressions Platinum offers 1.5 million points of density per square meter with a color palette that is a modern and sophisticated presentation of mineral inspired hues that consists of Porcelain, Meadow Mist, Sterling (silver blue), Dark Cocoa, Dove (brownish-grey), and Almond.  These muted earth tones create a sense of harmony and tranquility within any space.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
182	Sonnet	Lifestyle Designer Kathy Ireland expresses her casual and on trend approach to home interiors with the Kathy Ireland Home Collection.  The mission is   finding solutions for families, especially busy moms. This extremely popular collection is inspired by Kathy's travels all over the world and embraced by millions of families.  Kathy's trusted design insight, beautiful color palette and unique styles have made her well-established Essentials rugs our company's best selling collection to date. Machine-crafted of plush 100% olefin in a Wilton woven construction, Essentials rugs are available in a wide range of sizes, including oversized, round and squares, as well as runners. Comfortable, inviting and touchable, these rugs make decorating easy because they work for a wide range of home decors.     2000-2004 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
183	Koko	Exciting and new, Tranquility showcases transitional and soft contemporary styles.  From spa-like florals to whimsical curves, this collection offers peace of mind and soul.  Beautifully compaTranquility also makes decorating your space easy with a palette of cool shades of beige, silvery gray, taupe, fresh green, tobacco brown, amethyst, and midtone blue.  Machine woven in the U.S.A. of 100% durable olefin with a slight textured look, which is fade resistant, and easy to clean.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
184	Mojo	An alluring new collection of rugs, Inspired Design infuses a modern sense of warmth and sophistication into today's casual interiors.  The heavy hand of this premium-quality olefin firmly establishes Inspired Design as a benchmark in value.  The color palette is vibrant, powerful, and inviting.  And so it the look-the collection's relaxed elegance comes from the juxtaposition of 20th  century contemporary design with classics from the archives of antiquity.  Contemporary, transitional, traditional.  It's all there, creating welcome value and high style for everyone.  Machine woven in the U.S.A. and available for immediate delivery.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
185	Biometric			Shaw Living offers a one year warranty against manufacturing defects of area rug products.
186	Painted Palms	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal persians, Made in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.offers.     Shaw Living offers a one year warranty against manufacturing defects of area rug products.
187	Laurel Springs	Jack Nicklaus's legendary career spans more than 40 years with 100 worldwide titles, including a record 20 major championships. Jack strives for excellence in every aspect of his life, from his award-winning golf course designs to his latest home accent and furniture designs with Drexel Heritage.  These designs, in our best wool quality, capture that same dedication to traditional excellence and perfection. The 18th century Persian designs are rich in tradition and authenticity using color combinations that fit today's lifestyles and color direction. The florals are from 18th century Europe and possess the same timeless antique quality and attention to detail as the Persian designs. This collection's attention to every detail and harmonious color is as legendary as the man whose life inspired it.  2002 Golden Bear International, Inc.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
188	Beaumont	Century is inspired by the elegant styles and timeless colors of centuries past.  Classic Persian Designs are reborn in exquisite detail and woven in the comfort of today's soft, modern olefin yarn.  The new color palette draws inspiration from antiquity with rich reds, warm neutrals, golds, soft greens, and accents of eggplant, brown and vintage blue.  The overall rich patina of this collection ensures beauty and longevity.  2005 Shaw		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
189	Primavera	Shaw Living announces Concepts, a woven collection of fashion rugs in beautiful new colors.  The styling is undoubtedly eclectic, incorporating the latest fashion colors of modern inteThis entry-level collection of wovens is casual.  But it's three most prominent aspects, in order of importance, are...color, color, and color.  In fact, the best way to describe Concepts is to say that it's colorfully neutral.  Brown is the anchor color of the palette, which also features a light neutral beige,wheat gold, a soft neutral light green, robin's egg blue, taupe, soft coral, and a brick red.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
190	Delray	Transitions is a new collection of unique transitional and contemporary rugs. The inspiring palette features rich reds, warm neutrals, as well as golds, soft greens, and accents of eggplant, brown, and vintage blue. Even greater sparkle and depth are brought to the designs when married with colors like onyx and beige.  Made from machine-woven olefin, Transitions showcases geometric shapes and artistic color combinations, whimsical structures and organic circles, to a contemporary twist on tropical leafs, and coastal patchwork of fanciful fronds.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
191	Bungalow	Inspired by the simplicity and beauty of nature,Timber Creek is the latest in renowned artist Phillip Crowe's love of wildlife and the great outdoors.  The collection features rugs spotlighting Phillip Crowe's love of wildlife and the great outdoors and featuring the distinct styling of the Arts and Crafts erea.  Boasting natural textures, and make from machine-woven olefin, the rugs in the Phillip Crowe collection were designed to meet the overwhelming demand for rustic, outdoor looks.  The color palette draws inspiration from nature with rich reds, warm neutrals, as well as folds, soft greens, and accents of eggplant, brown, and vintage blue.  The beauty of nature is complemented even further through touches of onyx and beige.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
192	Kashan	The simple, transitional styles of this collection are designed to be easy to live with. The unique surface effects are achieved by combining a mixture of yarns in each stitch, creating a richly hued, tweeded texture with superior depth and dimension. Machine tufted one stitch at a time in 100% New Zealand wool, each rug is meticulously hand finished for luxurious beauty.  2000 - 2004 Shaw LivinShaw Living offers a one year warranty against manufacturing defects of area rug products.
193	Bentley	Woven Expressions Gold offers 500,000 points of density for a softer sweep.  Inject warmth and richness into your space with the combination of some of our most popular shades.  Two different color palettes offer plenty of options to coordinate spaces. One consists of a deep, rich palette like Burnished Gold, Garnet, Ebony, and Sand.  The other is a softer palette of Ivory, Taupe, Golden Wheat, Chocolate and has coordinating tones of Blue, Green and Red.  These palettes have withstood the test of time and have proven to be exceptional colors for all the styles of home decor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
194	Buenos Aires	Lifestyle Designer Kathy Ireland expresses her casual and on trend approach to home interiors with the Kathy Ireland Home Collection.  The mission is   finding solutions for families, especially busy moms. This extremely popular collection is inspired by Kathy's travels all over the world and embraced by millions of families.  Kathy's trusted design insight, beautiful color palette and unique styles have made her well-established Essentials rugs our company's best selling collection to date. Machine-crafted of plush 100% olefin in a Wilton woven construction, Essentials rugs are available in a wide range of sizes, including oversized, round and squares, as well as runners. Comfortable, inviting and touchable, these rugs make decorating easy because they work for a wide range of home decors.     2000-2004 Shaw Living		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
195	Andora	Mirabella is the latest creative work from Shaw Living. It's a globally inspired collection of 66 rugs that draws styling inspiration from fashions, cultures and ports from all over the world both ancient and modern. Color is what makes this collection stand apart from the rest. Shaw's new ombre yarn dyeing technique makes coordinating colors easier than ever. But most importantly, the ombre dyeinAstounding Color and Style... Incredible Value. EverToucShaw Living offers a one year warranty against manufacturing defects of area rug products.asual elegance best describe the mood of the collection.
196	Starlight Stroll	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
197	Versailles	Woven Expressions Gold offers 500,000 points of density for a softer sweep.  Inject warmth and richness into your space with the combination of some of our most popular shades.  Two different color palettes offer plenty of options to coordinate spaces. One consists of a deep, rich palette like Burnished Gold, Garnet, Ebony, and Sand.  The other is a softer palette of Ivory, Taupe, Golden Wheat, Chocolate and has coordinating tones of Blue, Green and Red.  These palettes have withstood the test of time and have proven to be exceptional colors for all the styles of home decor.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
198	Polynesian Palms	The Tommy Bahama Home nylon rug collection brings together Caribbean warmth and casual elegance in golden sunwashed color palettes.  Lush green palms, historical and coastal peMade in the U.S.A. of Shaw's EverTouch recyclable nylon.  Available for immediate shipment.lection offeShaw Living offers a one year warranty against manufacturing defects of area rug products.
199	Christmas Toys	Wonder.  Sparkle.  Celebration.  Our holiday collection takes both classic and contemporary approaches to the season-with whimsical illustrations, nature-inspired motifs, and homespun decorative details.  The contemporary designs have modern flair with a certain opulence and sophistication, while the classic designs use traditional festive imagery for a timeless look.  The deep-toned palette is wonderfully familiar yet fresh, focusin on red, green, antique gold, white, and black.  Made in the USA of 100% printed recyclable nylon.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
200	Stateroom	Top selling kathy ireland Home International First Lady expands with 10 exciting new rugs.  Warm and rich in their combinations, the traditional designs express exquisite details and antique qualities that will embellish the decor in your home and add a sophisticated brilliance to any room.  The inviting color palette consists of vivid reds, deep corals, warm greens, and is paired with glowing brown and turquoise blue.  Machine woven in the U.S.A. with Shaw's EverTouch recyclable nylon, each rug is remarkably soft, luxurious and durable.		Shaw Living offers a one year warranty against manufacturing defects of area rug products.
